id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],product_tags[2],style[0]
CAM-ANTISTATIC-MAGIC,Cam Anti-Static Magic,Anti-statik özellikli ekran koruyucu temperli cam (Magic Box).,in stock,new,2.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Anti-Static%20Magic%20%28CAM-ANTISTATIC-MAGIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CAM-BASIC,Cam,0.25mm eski tip temperli ekran koruyucu cam.,in stock,new,0.36 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20%28CAM-BASIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CAM-BASIC.jpeg,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CAM-EDGE-FULL,Cam Edge Full Model,"Kavisli ekranlara uygun, tam kaplayan edge temperli cam.",in stock,new,3.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Edge%20Full%20Model%20%28CAM-EDGE-FULL%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CAM-EDGE-FULL.jpeg,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CAM-EDGE-UNIPRO,Cam Edge Unipro,Kavisli ekranlara uygun edge temperli ekran koruyucu cam.,in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Edge%20Unipro%20%28CAM-EDGE-UNIPRO%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CAM-HAYALET,Cam Hayalet,Balonsuz uygulanan hayalet ekran koruyucu temperli cam.,in stock,new,1.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Hayalet%20%28CAM-HAYALET%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CAM-HAYALET.jpeg,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CAM-HAYALET-MAGIC,Cam Hayalet Magic,"Kolay uygulamalı, balonsuz yapışan hayalet ekran koruyucu (Magic Box).",in stock,new,2.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Cam%20Hayalet%20Magic%20%28CAM-HAYALET-MAGIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Screen Protectors,,,,,,,,,,,,,,,,,,,Cam Grubu,,,
CM101,Nostalji Radyo CM101,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,12.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20CM101%20%28CM101%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CM101.jpeg,,Cameron,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
CM1900,Nostalji Radyo CM1900,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,29.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20CM1900%20%28CM1900%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CM1900.jpeg,,Cameron,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
CR001,Araç başlığı 12W CR001,12W USB çıkışlı araç şarj başlığı.,in stock,new,2.65 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2012W%20CR001%20%28CR001%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Heartz,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
CXP031,Araç tutucu CXP031,"Cam montajlı, 3 noktadan kavramalı araç telefon tutucusu.",in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20CXP031%20%28CXP031%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/CXP031.jpeg,,Heartz,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
DC10,Araç başlığı 38W DC10,38W çift USB çıkışlı hızlı araç şarj başlığı.,in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2038W%20DC10%20%28DC10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DC10.jpeg,,Deluxse,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
DC12,Araç başlığı 68W DC12,68W çift USB çıkışlı hızlı araç şarj başlığı.,in stock,new,6.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2068W%20DC12%20%28DC12%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DC12.jpeg,,Deluxse,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
DELUXSE-CMR01,Dış Mekan Güvenlik Kamerası DLX-CMR01,"4 lensli, gece görüşlü, hareket sensörlü dış mekan Wi-Fi güvenlik kamerası.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20D%C4%B1%C5%9F%20Mekan%20G%C3%BCvenlik%20Kameras%C4%B1%20DLX-CMR01%20%28DELUXSE-CMR01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-CMR01.jpeg,,Deluxse,Electronics > Security & Surveillance > Surveillance Video Recorders,,,,,,,,,,,,,,,,,,,Güvenlik Kamerası,,Yeni,
DELUXSE-CMR02,İç Mekan Güvenlik Kamerası DLX-CMR02,"Ampul soketine takılan, döner, gece görüşlü iç mekan Wi-Fi güvenlik kamerası.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C4%B0%C3%A7%20Mekan%20G%C3%BCvenlik%20Kameras%C4%B1%20DLX-CMR02%20%28DELUXSE-CMR02%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-CMR02.jpeg,,Deluxse,Electronics > Security & Surveillance > Surveillance Video Recorders,,,,,,,,,,,,,,,,,,,Güvenlik Kamerası,,Yeni,
DELUXSE-DLXS26,Kablo Type-C DLX-S26,Type-C to Type-C hızlı şarj kablosu.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%20DLX-S26%20%28DELUXSE-DLXS26%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-DLXS26.jpeg,,Deluxse,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,Yeni,
DELUXSE-DP20,Power Bank 10000mAh DP-20,"22.5W ekranlı, kompakt 10000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%20DP-20%20%28DELUXSE-DP20%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-DP20.jpeg,,Deluxse,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
DELUXSE-DP24,Power Bank 10000mAh DP-24,"4 entegre kablolu (Lightning/Type-C/Micro), ekranlı 10000mAh power bank.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Power%20Bank%2010000mAh%20DP-24%20%28DELUXSE-DP24%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-DP24.jpeg,,Deluxse,Electronics > Electronics Accessories > Power > Power Banks,,,,,,,,,,,,,,,,,,,Power Bank,,Yeni,
DELUXSE-GIMBAL-X2,Smart Gimbal X2,"Otomatik takip özellikli, 3 eksenli telefon gimbal stabilizatörü.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Smart%20Gimbal%20X2%20%28DELUXSE-GIMBAL-X2%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-GIMBAL-X2.jpeg,,Deluxse,Cameras & Optics > Camera & Optic Accessories > Camera Stabilizers,,,,,,,,,,,,,,,,,,,Gimbal,,Yeni,
DELUXSE-GIMBAL-XE,Smart Gimbal XE,"Otomatik takip özellikli, 3 eksenli telefon gimbal stabilizatörü.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Smart%20Gimbal%20XE%20%28DELUXSE-GIMBAL-XE%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-GIMBAL-XE.jpeg,,Deluxse,Cameras & Optics > Camera & Optic Accessories > Camera Stabilizers,,,,,,,,,,,,,,,,,,,Gimbal,,Yeni,
DELUXSE-PMW75,Kablosuz Mouse PMW75,2.4GHz kablosuz optik mouse.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablosuz%20Mouse%20PMW75%20%28DELUXSE-PMW75%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-PMW75.jpeg,,Deluxse,Electronics > Computers > Computer Accessories > Input Devices > Mice,,,,,,,,,,,,,,,,,,,Bilgisayar Aksesuar,,Yeni,
DELUXSE-S011,Akıllı Saat DLX-S-011,"Yuvarlak kadranlı, silikon kordonlu akıllı saat.",in stock,new,35.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ak%C4%B1ll%C4%B1%20Saat%20DLX-S-011%20%28DELUXSE-S011%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-S011.jpeg,,Deluxse,Electronics > Electronics Accessories > Wearable Technology > Smartwatches,,,,,,,,,,,,,,,,,,,Akıllı Saat,,,
DELUXSE-S012,Akıllı Saat DLX-S-012,"Yuvarlak kadranlı, deri/örgü kordonlu akıllı saat.",in stock,new,30.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ak%C4%B1ll%C4%B1%20Saat%20DLX-S-012%20%28DELUXSE-S012%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-S012.jpeg,,Deluxse,Electronics > Electronics Accessories > Wearable Technology > Smartwatches,,,,,,,,,,,,,,,,,,,Akıllı Saat,,,
DELUXSE-S013,Akıllı Saat DLX-S-13,"Yuvarlak kadranlı, çelik/silikon kordonlu akıllı saat.",in stock,new,29.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ak%C4%B1ll%C4%B1%20Saat%20DLX-S-13%20%28DELUXSE-S013%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-S013.jpeg,,Deluxse,Electronics > Electronics Accessories > Wearable Technology > Smartwatches,,,,,,,,,,,,,,,,,,,Akıllı Saat,,,
DELUXSE-S014,Akıllı Saat DLX-S-014,"Yuvarlak kadranlı, örgü kordonlu akıllı saat.",in stock,new,28.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ak%C4%B1ll%C4%B1%20Saat%20DLX-S-014%20%28DELUXSE-S014%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-S014.jpeg,,Deluxse,Electronics > Electronics Accessories > Wearable Technology > Smartwatches,,,,,,,,,,,,,,,,,,,Akıllı Saat,,,
DELUXSE-WALLET,Telefon Kartlığı (MagSafe),"MagSafe uyumlu deri telefon kartlığı, çok renk seçenekli.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Telefon%20Kartl%C4%B1%C4%9F%C4%B1%20%28MagSafe%29%20%28DELUXSE-WALLET%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DELUXSE-WALLET.jpeg,,Deluxse,Electronics > Communications > Telephony > Mobile Phone Accessories,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
DLX S10,AKILLI SAAT,AMOLED EKRAN,in stock,new,35.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20bu%20%C3%BCr%C3%BCn%C3%BC%20sat%C4%B1n%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DLX-S10-1786003844952.jpeg,,DELUXSE,,,,,,,,,,,,,,,,,,,,Akıllı Saat,,,
DLX-POWER240,Kablo power 240W,240W güçlü şarj (power) kablosu.,in stock,new,3.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20power%20240W%20%28DLX-POWER240%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DLX-POWER240.jpeg,,Deluxse,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,,,
DLX-TC-67W,Kablo Type-C 67W hızlı,67W Type-C hızlı şarj kablosu.,in stock,new,0.65 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%2067W%20h%C4%B1zl%C4%B1%20%28DLX-TC-67W%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DLX-TC-67W.jpeg,,Deluxse,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
DS45,Şarj Başlığı 45W GAN DS45,45W GAN teknolojili hızlı şarj başlığı.,in stock,new,5.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%20Ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2045W%20GAN%20DS45%20%28DS45%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DS45.jpeg,,Deluxse,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Başlığı,GAN,,
DX04,Kablo PD PD 100W DX04,100W Type-C to Type-C hızlı şarj kablosu.,in stock,new,3.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20PD%20100W%20DX04%20%28DX04%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DX04.jpeg,,Deluxse,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
DX05,Kablo PD PD 66W DX05,66W Type-C to Type-C hızlı şarj kablosu.,in stock,new,2.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20PD%2066W%20DX05%20%28DX05%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DX05.jpeg,,Deluxse,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
DX10,Araç tutucu DX10,"Torpido montajlı, emme kavramalı araç telefon tutucusu.",in stock,new,4.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20DX10%20%28DX10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DX10.jpeg,,Deluxse,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
DX11,Araç tutucu DX11,Torpido montajlı araç telefon standı.,in stock,new,4.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20DX11%20%28DX11%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/DX11.jpeg,,Deluxse,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
F488,Işıklı Tripod F488,Halka ışıklı (ring light) tripod.,in stock,new,52.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20I%C5%9F%C4%B1kl%C4%B1%20Tripod%20F488%20%28F488%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,RU-HATECH,Cameras & Optics > Camera & Optic Accessories > Tripods & Monopods,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
G118,Araç tutucu G118,"MagSafe uyumlu, 360 derece ayarlanabilir araç telefon tutucusu.",in stock,new,4.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20G118%20%28G118%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/G118.jpeg,,Heartz,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
G60,Merak stand G60,Masaüstü telefon standı.,in stock,new,5.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Merak%20stand%20G60%20%28G60%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
G62,Metal stand G62,Metal telefon standı.,in stock,new,4.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Metal%20stand%20G62%20%28G62%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
GENERIC-360-HOLDER,Araç Telefon Tutucu 360°,"360 derece döner, vantuzlu araç telefon tutucusu.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Telefon%20Tutucu%20360%C2%B0%20%28GENERIC-360-HOLDER%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/GENERIC-360-HOLDER.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,Yeni,
GENERIC-MIRROR-HOLDER,Araç Dikiz Aynası Telefon Tutucu,Dikiz aynasına takılan araç telefon tutucusu.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Dikiz%20Aynas%C4%B1%20Telefon%20Tutucu%20%28GENERIC-MIRROR-HOLDER%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/GENERIC-MIRROR-HOLDER.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,Yeni,
GENERIC-TC-CABLE-PAIR,Kablo Type-C (Jenerik),Type-C hızlı şarj/data kablosu.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%20%28Jenerik%29%20%28GENERIC-TC-CABLE-PAIR%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/GENERIC-TC-CABLE-PAIR.jpeg,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,Yeni,
GENERIC-WINDSHIELD-HOLDER,Araç Ön Cam Telefon Tutucu (Vantuzlu),Ön cama vantuzla sabitlenen araç telefon tutucusu.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20%C3%96n%20Cam%20Telefon%20Tutucu%20%28Vantuzlu%29%20%28GENERIC-WINDSHIELD-HOLDER%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/GENERIC-WINDSHIELD-HOLDER.jpeg,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,Yeni,
H10,BT Kulaklık H10,Kulak üstü kablosuz Bluetooth kulaklık.,in stock,new,12.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20H10%20%28H10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/H10.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
H10-CAT,BT Kulaklık H10 cat,"Kedi kulaklı, kulak üstü kablosuz Bluetooth kulaklık, 5 farklı renk seçeneği.",in stock,new,7.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20BT%20Kulakl%C4%B1k%20H10%20cat%20%28H10-CAT%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/H10-CAT.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,BT Kulaklık Grubu,,,
HEARTZ-CASE-PC,PC Kapak (Şeffaf),"MagSafe uyumlu şeffaf sert PC telefon kılıfı, iPhone/Samsung/Xiaomi modelleri için.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20PC%20Kapak%20%28%C5%9Eeffaf%29%20%28HEARTZ-CASE-PC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-CASE-PC.jpeg,,Heartz,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
HEARTZ-CASE-SUMMER,New Summer Kapak (Kelebek Desenli),"Taşlı kelebek desenli darbe emici telefon kılıfı, iPhone ve Samsung modelleri için.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20New%20Summer%20Kapak%20%28Kelebek%20Desenli%29%20%28HEARTZ-CASE-SUMMER%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/HEARTZ-CASE-SUMMER.jpeg,,Heartz,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
